id,"code","name",credit,term_id,"created_at","updated_at"
263,"FLF1107 1","Tiếng Anh B1",5,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
264,"FLF1107 6","Tiếng Anh B1",5,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
265,"FLF1107 8","Tiếng Anh B1",5,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
266,"FLF1107 16","Tiếng Anh B1",5,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
267,"FLF1107 7","Tiếng Anh B1",5,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
268,"FLF1107 3","Tiếng Anh B1",5,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
269,"FLF1107 13","Tiếng Anh B1",5,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
270,"FLF1107 9","Tiếng Anh B1",5,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
271,"FLF2101 4","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
272,"FLF2101 16","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
273,"FLF2101 8","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
274,"FLF2101 30","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
275,"FLF2101 19","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
276,"FLF2101 28","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
277,"FLF2101 32","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
278,"FLF2101 17","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
279,"FLF2101 33","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
280,"FLF2101 20","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
281,"FLF2101 10","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
282,"FLF2101 7","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
283,"FLF2101 3","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
284,"FLF2101 25","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
285,"FLF2101 1","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
286,"FLF2101 18","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
287,"FLF2101 22","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:07","2016-12-27 04:57:07"
288,"FLF2101 27","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:08","2016-12-27 04:57:08"
289,"FLF2101 13","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:08","2016-12-27 04:57:08"
290,"FLF2101 12","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:08","2016-12-27 04:57:08"
291,"FLF2101 11","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:08","2016-12-27 04:57:08"
292,"FLF2101 34","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:08","2016-12-27 04:57:08"
293,"FLF2101 2","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:08","2016-12-27 04:57:08"
294,"FLF2101 29","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:08","2016-12-27 04:57:08"
295,"FLF2101 5","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:08","2016-12-27 04:57:08"
296,"FLF2101 31","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:08","2016-12-27 04:57:08"
297,"FLF2101 21","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:09","2016-12-27 04:57:09"
298,"FLF2101 26","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:09","2016-12-27 04:57:09"
299,"FLF2101 23","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:09","2016-12-27 04:57:09"
300,"FLF2101 9","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:10","2016-12-27 04:57:10"
301,"FLF2101 14","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:10","2016-12-27 04:57:10"
302,"FLF2101 24","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:10","2016-12-27 04:57:10"
303,"FLF2101 15","Tiếng Anh cơ sở 1",4,1,"2016-12-27 04:57:11","2016-12-27 04:57:11"
304,"FLF2102mien","Tiếng Anh cơ sở 2",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
305,"FLF2102","Tiếng Anh cơ sở 2",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
306,"FLF2103 14","Tiếng Anh cơ sở 3",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
307,"FLF2103 13","Tiếng Anh cơ sở 3",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
308,"FLF2103 8","Tiếng Anh cơ sở 3",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
309,"FLF2103 10","Tiếng Anh cơ sở 3",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
310,"FLF2103 1","Tiếng Anh cơ sở 3",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
311,"FLF2103 5","Tiếng Anh cơ sở 3",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
312,"FLF2103 9","Tiếng Anh cơ sở 3",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
313,"FLF2103 15","Tiếng Anh cơ sở 3",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
314,"FLF2103 7","Tiếng Anh cơ sở 3",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
315,"FLF2103 16","Tiếng Anh cơ sở 3",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
316,"FLF2103mien","Tiếng Anh cơ sở 3",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
317,"FLF2103 2","Tiếng Anh cơ sở 3",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
318,"FLF2103 3","Tiếng Anh cơ sở 3",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
319,"FLF2103 6","Tiếng Anh cơ sở 3",5,1,"2016-12-27 04:57:12","2016-12-27 04:57:12"
320,"FLF2104","Tiếng Anh cơ sở 4",5,1,"2016-12-27 04:57:13","2016-12-27 04:57:13"
321,"FLF2105","Tiếng Anh cơ sở 5",5,1,"2016-12-27 04:57:13","2016-12-27 04:57:13"
322,"ELT2035 6","Tín hiệu và hệ thống",3,1,"2016-12-27 04:57:14","2016-12-27 04:57:14"
323,"ELT2035 3","Tín hiệu và hệ thống",3,1,"2016-12-27 04:57:14","2016-12-27 04:57:14"
324,"ELT2035 4","Tín hiệu và hệ thống",3,1,"2016-12-27 04:57:14","2016-12-27 04:57:14"
325,"ELT2035 1","Tín hiệu và hệ thống",3,1,"2016-12-27 04:57:14","2016-12-27 04:57:14"
326,"ELT2035 11","Tín hiệu và hệ thống",3,1,"2016-12-27 04:57:14","2016-12-27 04:57:14"
327,"ELT2035 8","Tín hiệu và hệ thống",3,1,"2016-12-27 04:57:14","2016-12-27 04:57:14"
328,"ELT2035 2","Tín hiệu và hệ thống",3,1,"2016-12-27 04:57:14","2016-12-27 04:57:14"
329,"ELT2035 7","Tín hiệu và hệ thống",3,1,"2016-12-27 04:57:14","2016-12-27 04:57:14"
330,"ELT2035 9","Tín hiệu và hệ thống",3,1,"2016-12-27 04:57:14","2016-12-27 04:57:14"
331,"ELT2035 10","Tín hiệu và hệ thống",3,1,"2016-12-27 04:57:14","2016-12-27 04:57:14"
332,"INT1003 2","Tin học cơ sở 1",2,1,"2016-12-27 04:57:17","2016-12-27 04:57:17"
333,"INT1003 6","Tin học cơ sở 1",2,1,"2016-12-27 04:57:17","2016-12-27 04:57:17"
334,"INT1003 3","Tin học cơ sở 1",2,1,"2016-12-27 04:57:17","2016-12-27 04:57:17"
335,"INT1003 14","Tin học cơ sở 1",2,1,"2016-12-27 04:57:17","2016-12-27 04:57:17"
336,"INT1003 13","Tin học cơ sở 1",2,1,"2016-12-27 04:57:17","2016-12-27 04:57:17"
337,"INT1003 10","Tin học cơ sở 1",2,1,"2016-12-27 04:57:17","2016-12-27 04:57:17"
338,"INT1003 12","Tin học cơ sở 1",2,1,"2016-12-27 04:57:17","2016-12-27 04:57:17"
339,"INT1003 7","Tin học cơ sở 1",2,1,"2016-12-27 04:57:17","2016-12-27 04:57:17"
340,"INT1003 4","Tin học cơ sở 1",2,1,"2016-12-27 04:57:17","2016-12-27 04:57:17"
341,"INT1003 1","Tin học cơ sở 1",2,1,"2016-12-27 04:57:17","2016-12-27 04:57:17"
342,"INT1003 9","Tin học cơ sở 1",2,1,"2016-12-27 04:57:17","2016-12-27 04:57:17"
343,"INT1003 8","Tin học cơ sở 1",2,1,"2016-12-27 04:57:17","2016-12-27 04:57:17"
344,"INT1003 5","Tin học cơ sở 1",2,1,"2016-12-27 04:57:17","2016-12-27 04:57:17"
345,"INT1003 11","Tin học cơ sở 1",2,1,"2016-12-27 04:57:19","2016-12-27 04:57:19"
346,"INT1006 1","Tin học cơ sở 4",3,1,"2016-12-27 04:57:22","2016-12-27 04:57:22"
347,"INT1006 3","Tin học cơ sở 4",3,1,"2016-12-27 04:57:22","2016-12-27 04:57:22"
348,"INT1006 6","Tin học cơ sở 4",3,1,"2016-12-27 04:57:22","2016-12-27 04:57:22"
349,"INT1006 8","Tin học cơ sở 4",3,1,"2016-12-27 04:57:22","2016-12-27 04:57:22"
350,"INT1006 5","Tin học cơ sở 4",3,1,"2016-12-27 04:57:22","2016-12-27 04:57:22"
351,"INT1006 7","Tin học cơ sở 4",3,1,"2016-12-27 04:57:22","2016-12-27 04:57:22"
352,"INT1006 2","Tin học cơ sở 4",3,1,"2016-12-27 04:57:22","2016-12-27 04:57:22"
353,"INT1006 4","Tin học cơ sở 4",3,1,"2016-12-27 04:57:22","2016-12-27 04:57:22"
354,"ELT 2029 2","Toán trong Công nghệ",3,1,"2016-12-27 04:57:25","2016-12-27 04:57:25"
355,"ELT 2029 1","Toán trong Công nghệ",3,1,"2016-12-27 04:57:25","2016-12-27 04:57:25"
356,"MAT1100 1","Tối ưu hóa",2,1,"2016-12-27 04:57:26","2016-12-27 04:57:26"
357,"MAT1100 2","Tối ưu hóa",2,1,"2016-12-27 04:57:26","2016-12-27 04:57:26"
358,"INT3401","Trí tuệ nhân tạo",3,1,"2016-12-27 04:57:26","2016-12-27 04:57:26"
359,"ELT3043 1","Truyền thông",3,1,"2016-12-27 04:57:26","2016-12-27 04:57:26"
360,"ELT3043 2","Truyền thông",3,1,"2016-12-27 04:57:26","2016-12-27 04:57:26"
361,"INT3305 2","Truyền thông đa phương tiện",3,1,"2016-12-27 04:57:27","2016-12-27 04:57:27"
362,"INT3305 1","Truyền thông đa phương tiện",3,1,"2016-12-27 04:57:27","2016-12-27 04:57:27"
363,"ELT3067 2","Truyền thông quang",3,1,"2016-12-27 04:57:27","2016-12-27 04:57:27"
364,"ELT3067 1","Truyền thông quang",3,1,"2016-12-27 04:57:27","2016-12-27 04:57:27"
365,"ELT3057 1","Truyền thông số và mã hóa",3,1,"2016-12-27 04:57:28","2016-12-27 04:57:28"
366,"ELT3057 2","Truyền thông số và mã hóa",3,1,"2016-12-27 04:57:28","2016-12-27 04:57:28"
367,"POL1001 5","Tư tưởng Hồ Chí Minh",2,1,"2016-12-27 04:57:28","2016-12-27 04:57:28"
368,"POL1001 8","Tư tưởng Hồ Chí Minh",2,1,"2016-12-27 04:57:28","2016-12-27 04:57:28"
369,"POL1001 1","Tư tưởng Hồ Chí Minh",2,1,"2016-12-27 04:57:28","2016-12-27 04:57:28"
370,"POL1001 6","Tư tưởng Hồ Chí Minh",2,1,"2016-12-27 04:57:28","2016-12-27 04:57:28"
371,"POL1001 7","Tư tưởng Hồ Chí Minh",2,1,"2016-12-27 04:57:28","2016-12-27 04:57:28"
372,"POL1001 4","Tư tưởng Hồ Chí Minh",2,1,"2016-12-27 04:57:28","2016-12-27 04:57:28"
373,"POL1001 3","Tư tưởng Hồ Chí Minh",2,1,"2016-12-27 04:57:28","2016-12-27 04:57:28"
374,"POL1001 2","Tư tưởng Hồ Chí Minh",2,1,"2016-12-27 04:57:28","2016-12-27 04:57:28"
375,"EMA 3071 1","Ứng dụng máy tính trong đo lường và điều khiển",3,1,"2016-12-27 04:57:31","2016-12-27 04:57:31"
376,"EPN3035 1","Vật liệu bán dẫn cấu trúc nanô",2,1,"2016-12-27 04:57:31","2016-12-27 04:57:31"
377,"EPN3052","Vật liệu gốm kỹ thuật",2,1,"2016-12-27 04:57:31","2016-12-27 04:57:31"
378,"EPN3037 1","Vật liệu nanô sinh học",2,1,"2016-12-27 04:57:32","2016-12-27 04:57:32"
379,"EPN3038 1","Vật liệu quang tử hữu cơ nanô",2,1,"2016-12-27 04:57:32","2016-12-27 04:57:32"
380,"EPN2014 1","Vật lý bán dẫn và linh kiện",2,1,"2016-12-27 04:57:32","2016-12-27 04:57:32"
381,"PHY1105 1","Vật lý hiện đại",2,1,"2016-12-27 04:57:32","2016-12-27 04:57:32"
382,"EPN2050","Vật lý phân tử",3,1,"2016-12-27 04:57:32","2016-12-27 04:57:32"
383,"EPN3039 1","Vật lý và công nghệ laser",4,1,"2016-12-27 04:57:33","2016-12-27 04:57:33"
384,"EMA 3084 1","Vi xử lý và vi điều khiển",3,1,"2016-12-27 04:57:33","2016-12-27 04:57:33"
385,"MAT1101 2","Xác suất thống kê",3,1,"2016-12-27 04:57:33","2016-12-27 04:57:33"
386,"MAT1101 1","Xác suất thống kê",3,1,"2016-12-27 04:57:33","2016-12-27 04:57:33"
387,"MAT1101 5","Xác suất thống kê",3,1,"2016-12-27 04:57:33","2016-12-27 04:57:33"
388,"MAT1101 3","Xác suất thống kê",3,1,"2016-12-27 04:57:33","2016-12-27 04:57:33"
389,"MAT1101 4","Xác suất thống kê",3,1,"2016-12-27 04:57:33","2016-12-27 04:57:33"
390,"EMA2050 1","Xác suất thống kê ứng dụng",3,1,"2016-12-27 04:57:35","2016-12-27 04:57:35"
391,"EMA2050 2","Xác suất thống kê ứng dụng",3,1,"2016-12-27 04:57:35","2016-12-27 04:57:35"
392,"INT3406 1","Xử lý ngôn ngữ tự nhiên",3,1,"2016-12-27 04:57:35","2016-12-27 04:57:35"
393,"INT3406 2","Xử lý ngôn ngữ tự nhiên",3,1,"2016-12-27 04:57:35","2016-12-27 04:57:35"
